"author_list";"title";"journal";"year";"language";"language_comments";"evidence_point_ID";"country";"country_comments";"locality";"coordinates_N";"coordinates_E";"year_start";"year_end";"elevation";"elevation_DEM";"study_design";"study_design_comments";"experimental_design";"study_method";"study_method_comments";"exposure_quantification";"exposure_quantification_comments";"additional_exposures";"additional_treatments_comments";"extent_of_spatial_scale";"spatial_resolution_recorded";"spatial_resolution_reported";"extent_of_temporal_scale";"temporal_resolution";"redundancy";"biological_organization_level_recorded";"biological_organization_recorded_comments";"biological_organization_level_reported";"biological_organization_reported_comments";"identity_of_biological_organization_unit";"management_plant";"conservation_plant";"conservation_plant_comments";"measured_response_variable";"measured_response_comments";"herbivore_identity";"herbivore_type";"herbivore_type_comments";"herbivory_season";"herbivory_season_comment";"effect_type";"effect_type_comments";"management_herbivore";"management_herbivore_comments";"conservation_herbivore";"conservation_herbivore_comments";"management";"management_area";"conservation_study_area";"conservation_study_area_comment";"distance_to_treeline";"temperature";"temperature_measure";"precipitation";"precipitation_measure";"climate_axis_1";"climate_axis_2";"climate_axis_3";"growing_season";"distance_from_coast";"bioclimatic_zone";"soil_type.";"productivity";"productivity_P";"recent_warming";"recent_greening";"extent_of_recent_growing_season_change";"herbivore_diversity";"habitat_type_P";"habitat_type_C";"disturbance";"disturbance_comment";"permafrost";"food_web_context_other_herbivores";"food_web_context_predators";"conservation_focus";"comment";"coding.person";"coding.checked"
"Olofsson, Oksanen, Callaghan, Hulme, Oksanen, Suominen";"Herbivores inhibit climate-driven shrub expansion on the tundra";"Global Change Biology";"2009";"english";NA;"1444_d";"Sweden";NA;"Vassijaure";"68.44055556";"18.27472222";"1998";"2007";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"from  1x1 m to 10x10 m (including 10x10m)";"10";"annual";"partly redundant";"several";"population/species, groups of species";"several";"population/species, groups of species, community";"Betula_nana, Avenella_flexuosa, Empetrum_nigrum, Vaccinium_myrtillus, Vaccinium_uliginosum, Vaccinium_vitis-idaea, mosses, lichens, liverworts";"managed grazing";"no concern";NA;"several";"biomass, cover, morphological measure";"Myodes_rufocanus, Rangifer_tarandus, Lemmus_lemmus";"several";"small rodents and pikas, other vertebrates";"several";"spring, autumn, not reported";"removal of plant parts";NA;"several";"non-managed, semi-domesticated";"no concern";NA;"managed herbivore";"historical and current";"common habitat";NA;NA;"-1.3";"annual_mean";"848";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"low_productivity_sites";NA;NA;NA;NA;"heathland";NA;"not reported";NA;NA;"not reported";"not reported";"mentioned";"The study originally included forest and heathland plots -- only heathland included here. Low productivity sites (nutrient-poor bedrock). Organization level: population/species (vascular plants), groups of species (mosses, lichens and liverworts). Measured response: biomass estimates (of vascular plants), cover (of cryptogams), morphological measure (height of Betula nana)";"Maria Tuomi";"Isabel C Barrio"
"Pajunen";"Environmental and Biotic Determinants of Growth and Height of Arctic Willow Shrubs along a Latitudinal Gradient";"Arctic, Antarctic, and Alpine Research";"2009";"english";NA;"1445_a";"Russia";NA;"Yamal Peninsula";"69.939";"68.429";"2007";"2007";"not reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"not relevant";NA;"from 10x10 km to 100x100 km";"from  1x1 m to 10x10 m (including 10x10m)";"from  1x1 m to 10x10 m (including 10x10m)";"1";"once";"not redundant";"individual";NA;"individual";NA;"Salix_glauca, Salix_lanata";"not reported";"not reported";NA;"several";"morphological measure, direct signs of herbivory";"Rangifer_tarandus, Lagopus_lagopus";"other vertebrates";NA;"several";"summer, winter";"removal of plant parts";NA;"several";"semi-domesticated, non-managed";"not reported";NA;"managed herbivore";"current";"not reported";NA;NA;"-6";"annual_mean";"494.8";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"heathland";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Measured response: morphological measure (height of shrubs and length and diameter of shoots) and direct signs of herbivory. southern tundra zone (Russian classification scheme); Low Arctic vegetation zone; tundra heath vegetation";"Kelly Hopping";"Isabel C Barrio"
"Pajunen";"Environmental and Biotic Determinants of Growth and Height of Arctic Willow Shrubs along a Latitudinal Gradient";"Arctic, Antarctic, and Alpine Research";"2009";"english";NA;"1445_b";"Russia";NA;"Yamal Peninsula";"67.971";"68.158";"2006";"2006";"not reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"not relevant";NA;"from 100x100 km to 1000x1000 km";"from  1x1 m to 10x10 m (including 10x10m)";"from  1x1 m to 10x10 m (including 10x10m)";"1";"once";"not redundant";"individual";NA;"individual";NA;"Salix_glauca, Salix_lanata";"not reported";"not reported";NA;"several";"morphological measure, direct signs of herbivory";"Rangifer_tarandus, Lagopus_lagopus";"other vertebrates";NA;"several";"summer, winter";"removal of plant parts";NA;"several";"semi-domesticated, non-managed";"not reported";NA;"managed herbivore";"current";"not reported";NA;NA;"6.7, -8.4";"warmest_month_mean, annual_mean";"289";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"heathland";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Measured response: morphological measure (height of shrubs and length and diameter of shoots) and direct signs of herbivory. typical tundra zone (Russian classification scheme); Low Arctic vegetation zone; tundra heath vegetation";"Kelly Hopping";"Isabel C Barrio"
"Pouliot, Rochefort, Gauthier";"Moss carpets constrain the fertilizing effects of herbivores on graminoid plants in arctic polygon fens";"Botany - Botanique";"2009";"english";NA;"1448_a";"Canada";NA;"Bylot Island";"73.13333333";"-80";"2003";"2004";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";"nutrient and goose faeces addition";"none";NA;"from 10x10 km to 100x100 km";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"once";"not redundant";"groups of species";NA;"groups of species";NA;"Eriophorum_spp., Carex_aquatilis, Dupontia_fisheri, Polytrichum_swartzii, Meesia_triquetra";"not reported";"not reported";NA;"several";"reproduction/recruitment, productivity, physiological response";"Chen_caerulescens_atlanticus";"waterfowl";NA;"not reported";NA;"fertilizing";NA;"non-managed";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"polygon_fen";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Measured response: reproduction/recruitment (tiller and flower density), productivity (ANPP), physiological response (N and P concentration)";"Kelly Hopping";"Isabel C Barrio"
"Samelius, Alisauskas";"Habitat alteration by geese at a large arctic goose colony: Consequences for lemmings and voles";"Canadian Journal of Zoology";"2009";"english";NA;"1453_a";"Canada";NA;"Karrak Lake";"67.233333";"-100.25";"2001";"2002";"not reported";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 10x10 km to 100x100 km";"up to  1x1 m (including 1x1 m)";"not relevant";"1";"once";"not redundant";"several";"population/species, groups of species";"several";"population/species, groups of species";"graminoids, Vaccinium_vitis-idaea, Empetrum_nigrum, Cassiope_tetragona, Ledum_palustre_decumbens, Vaccinium_uliginosum, Dryas_integrifolia, Andromeda_polifolia, Senecio_congestus";"not reported";"not reported";NA;"several";"biomass, diversity";"Chen_rossi, Chen_caerulescens, Clethrionomys_rutilus, Distrostonyx_torquatus, Lemmus_sibiricus";"several";"waterfowl, small rodents and pikas";"summer";NA;"removal of plant parts";NA;"several";NA;"not reported";NA;"managed herbivore";"not reported";"protected area";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"graminoid_tundra";NA;"not reported";NA;NA;"quantified in the study";"mentioned";"not reported";"Measured_response: biomass, diversity (community similarity)";"Isabell Eischeid";"Isabel C Barrio"
"Sorensen, Mikola, Kytoviita, Olofsson";"Trampling and Spatial Heterogeneity Explain Decomposer Abundances in a Sub-Arctic Grassland Subjected to Simulated Reindeer Grazing";"Ecosystems";"2009";"english";NA;"1461_a";"Sweden";NA;"Abisko";"68.41666667";"18.31666667";"2002";"2004";"630_720";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"none";NA;"1x1 km or less";"from  1x1 m to 10x10 m (including 10x10m)";"from  1x1 m to 10x10 m (including 10x10m)";"3";"once";"not redundant";"population/species";NA;"population/species";NA;"Carex_vaginata, Festuca_ovina, Parnassia_palustris, Poa_alpina, Saussurea_alpina, Pleurozium_schreberi, Polytrichum_juniperinum";"not reported";"not reported";NA;"cover";NA;"Rangifer_tarandus";"other vertebrates";NA;"not reported";NA;"several";"disturbance, fertilization, removal of plant parts";"semi-domesticated";NA;"not relevant";NA;"not reported";"not reported";"not reported";NA;NA;"-1.4";"annual_mean";"848";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"subarctic_grassland";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Same field experiment as used in #1601, but different results repported. Habitat: subarctic grassland -- vegetation dominated by graminoids (Deschampsia cespitosa, Carex bigelowii, Poa alpina, and Festuca ovina, and forbs, such as Potentilla crantzii, Saussurea alpina, Alchemilla glomerulans, Trollius europaeus, and Bistorta vivipara. The ground layer is covered by an almost continuous layer of the mosses Pleurozium  schreberi and Hylocomium splendens. Simulated herbivory in the experiment included several treatments: simulated defoliation (cutting), fertilization (adding NPK) and trampling";"Isabel C Barrio";"Isabel C Barrio"
"Tommervik, Johansen, Riseth, Karlsen, Solberg, Hogda";"Above ground biomass changes in the mountain birch forests and mountain heaths of Finnmarksvidda, northern Norway, in the period 1957-2006";"Forest Ecology and Management";"2009";"english";NA;"1467_a";"Norway";NA;"Karasjok";"69.473889";"25.489012";"1957";"2006";"100_500";NA;"observational";NA;"not relevant";"remote sensing";NA;"herbivore population up";NA;"none";NA;"from 100x100 km to 1000x1000 km";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"50";"irregular with intervals longer than a year";"not redundant";"groups of species";NA;"groups of species";NA;"lichens";"not reported";"not reported";NA;"biomass";NA;"Rangifer_tarandus";"other vertebrates";NA;"not reported";NA;"not reported";NA;"semi-domesticated";NA;"no concern";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"heathland";NA;"several";"pollution, insect outbreaks (when outbreaks not in focus), icing/winter damage, increased precipitation";NA;"not reported";"not reported";"not reported";"Observational study: changes in vegetation over time are correlated with an increase in reindeer numbers in the region. Habitat description: mountain heath vegetation type consists of dwarf birch, dwarf shrub and lichendominated mountain heath and ridge types. (they also include birch forests in their study). since they are looking at vegetation changes over a long time period they report several disturbances during that time: inreased precipitation, moth attacks, freeze/thaw events and long-transported air pollution";"Isabel C Barrio";"Isabel C Barrio"
"Tommervik, Johansen, Riseth, Karlsen, Solberg, Hogda";"Above ground biomass changes in the mountain birch forests and mountain heaths of Finnmarksvidda, northern Norway, in the period 1957-2006";"Forest Ecology and Management";"2009";"english";NA;"1467_b";"Norway";NA;"Kautokeino";"69.024616";"23.038203";"1957";"2006";"100_500";NA;"observational";NA;"not relevant";"remote sensing";NA;"herbivore population up";NA;"none";NA;"from 100x100 km to 1000x1000 km";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"50";"irregular with intervals longer than a year";"not redundant";"groups of species";NA;"groups of species";NA;"lichens";"not reported";"not reported";NA;"biomass";NA;"Rangifer_tarandus";"other vertebrates";NA;"not reported";NA;"not reported";NA;"semi-domesticated";NA;"no concern";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"325";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"heathland";NA;"several";"pollution, insect outbreaks (when outbreaks not in focus), icing/winter damage, increased precipitation";NA;"not reported";"not reported";"not reported";"Observational study: changes in vegetation over time are correlated with an increase in reindeer numbers in the region. Habitat description: mountain heath vegetation type consists of dwarf birch, dwarf shrub and lichendominated mountain heath and ridge types. (they also include birch forests in their study). since they are looking at vegetation changes over a long time period they report several disturbances during that time: inreased precipitation, moth attacks, freeze/thaw events and long-transported air pollution";"Isabel C Barrio";"Isabel C Barrio"
"Van Bogaert, Jonasson, De Dapper, Callaghan";"Competitive interaction between aspen and birch moderated by invertebrate and vertebrate herbivores and climate warming";"Plant Ecology & Diversity";"2009";"english";NA;"1473_a";"Sweden";NA;"Abisko";"68.35";"18.8";"1860";"2007";"388";NA;"observational";NA;"not relevant";"field";NA;"spatial contrast/gradient";NA;"warming";NA;"1x1 km or less";"from 10x10 m to 100x100 m (including 100x100 m)";"from 10x10 m to 100x100 m (including 100x100 m)";"148";"once";"not redundant";"individual";NA;"population/species";NA;"Populus_tremula, Betula_pubescens_czerepanovii";"not reported";"not reported";NA;"several";"direct signs of herbivory, reproduction/recruitment, survival/mortality, productivity";"Alces_alces, Epirrita_autumnata";"several";"other vertebrates, defoliating invertebrates";"several";"winter, summer";"removal of plant parts";NA;"not reported";NA;"not reported";NA;"not reported";"not reported";"not reported";NA;NA;"-1.0, -12.0, 11.0";"annual_mean, coldest_month_mean, warmest_month_mean";"310";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"subarctic_birch_forest";NA;"not reported";NA;NA;"mentioned";"not reported";"not reported";"temporal_resolution of once because they counted tree rings once, although they were counting rings for many years. They used a lot of different methods (repeat photography, etc). Exposure quantification: spatial contrast/gradient --> ambient herbivory over time, with moth outbreaks";"Kelly Hopping";"Isabel C Barrio"
"Walker, Leibman, Epstein, Forbes, Bhatt, Raynolds, Comiso, Gubarkov, Khomutov, Jia, Kaarlejarvi, Kaplan, Kumpula, Kuss, Matyshak, Moskalenko, Orekhov, Romanovsky, Ukraientseva, Yu";"Spatial and temporal patterns of greenness on the Yamal Peninsula, Russia: interactions of ecological and social factors affecting the Arctic normalized difference vegetation index";"Environmental Research Letters";"2009";"english";NA;"1478_a";"Russia";NA;"Yamal Peninsula";"69.47";"70.905";"2007";"2007";"45_90";NA;"observational";NA;"not relevant";"remote sensing";NA;"spatial contrast/gradient";NA;"not relevant";NA;"from 100x100 km to 1000x1000 km";"from 10x10 m to 100x100 m (including 100x100 m)";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"1";"once";"not redundant";"community";NA;"community";NA;"not relevant";"not reported";"not reported";NA;"NDVI or other vegetation indices";NA;"Rangifer_tarandus";"other vertebrates";NA;"not reported";NA;"several";"removal of plant parts, disturbance";"semi-domesticated";NA;"not reported";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"10_50";"summer_warmth_index";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"low_shrub_tundra, sedge_tundra, prostrate_dwarf_shrub_tundra, moss_tundra";NA;"several";"climate change, human infrastructure, geomorphological issues";NA;"not reported";"not reported";"not reported";"The elevation range is for max elevations.  Their study included many more years of data, but 2007 was the only one with plant and herbivore observations. summer warmth index (sum of mean monthly temperatures greater than 0). Yamal Peninsula: Kharasavey (bioclimate subzone C), Vaskiny Dachi (subzone D), Laborovaya (subzone E), Nadym (northern boreal forest). Disturbance: climate change, human infrastructure (gas-field development), geomorphological issues (permafrost degradation/erosion, landslides)";"Kelly Hopping";"Isabel C Barrio"
"Yu, Epstein, Walker";"Simulating the effects of soil organic nitrogen and grazing on arctic tundra vegetation dynamics on the Yamal Peninsula, Russia";"Environmental Research Letters";"2009";"english";NA;"1484_a";"Russia";NA;"Laborovaya";"67.7";"68.01666667";"not reported";"not reported";"not reported";NA;"modelling";NA;"not relevant";"modelling";NA;"not relevant";NA;"several";"warming, nutrient manipulation";"not reported";"not reported";"up to  1x1 m (including 1x1 m)";"1500";"once";"not redundant";"groups of species";NA;"community";NA;"moist_moss_tundra, prostrate_tundra";"not reported";"not reported";NA;"several";"biomass, productivity";"Rangifer_tarandus";"other vertebrates";NA;"several";"summer and autumn";"removal of plant parts";NA;"semi-domesticated";NA;"not reported";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"moist_tundra, dwarf_shrub_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"The study time in the model was 1500 years, but this value wasn't allowed in the extent_of_temporal_scale row. See Goetz et al. 2009, Walker et al. 2009b, Walker et al. 2009c for more study site info. comparison of modeled lower and higher grazing pressures/frequencies. Habitat description: southern tundra subzone, dominated by Carex bigelowii, Betula nana, Aulacomnium palustre sedge, moist dwarf-shrub, moss tundra on moist silt loamy soils; and Betula nana, Vaccinium vitis-idaea, Sphaerophorus globosus, Polytrichum strictum, prostrate dwarf-shrub, lichen tundra on sandy soils (bioclimatic zone E)";"Kelly Hopping";"Isabel C Barrio"
